resume_text,role
lead ansible kubernetes gcp ci/cd Led a project on aws Designed and implemented aws Worked on aws handled team of 10,DevOps Engineer
lead aws ansible gcp kubernetes Built scalable ansible Developed gcp Collaborated with aws,DevOps Engineer
principal terraform aws ansible gcp Authored system Led a project on gcp Worked on team handled team of 2,DevOps Engineer
docker azure aws ci/cd Owned end-to-end ci/cd Built scalable aws Responsible for team reduced time by 33%,DevOps Engineer
kubernetes docker aws ci/cd Collaborated with system Managed team Worked on project reduced time by 42%,DevOps Engineer
junior ci/cd gcp docker kubernetes Optimized tooling Improved performance of kubernetes Managed ci/cd,DevOps Engineer
ansible terraform aws docker Improved performance of project Built scalable automation Developed automation,DevOps Engineer
ci/cd azure terraform ansible Worked on automation Collaborated with ci/cd Responsible for terraform,DevOps Engineer
director ansible terraform gcp kubernetes Led a project on gcp Worked on system Implemented CI/CD aws handled team of 10,DevOps Engineer
terraform kubernetes ansible ci/cd Designed and implemented tooling Designed and implemented team Developed tooling handled team of 9,DevOps Engineer
aws terraform azure kubernetes Developed azure Designed and implemented ci/cd Managed project,DevOps Engineer
terraform gcp ci/cd azure Led a project on aws Authored kubernetes Designed and implemented ansible handled team of 5,DevOps Engineer
terraform docker kubernetes gcp Improved performance of team Built scalable aws Implemented CI/CD project reduced time by 18%,DevOps Engineer
gcp ansible docker kubernetes Worked on automation Worked on terraform Worked on ansible,DevOps Engineer
azure terraform kubernetes aws Improved performance of terraform Authored automation Optimized azure,DevOps Engineer
lead terraform kubernetes azure aws Managed gcp Collaborated with docker Improved performance of system handled team of 10,DevOps Engineer
intern terraform kubernetes gcp ci/cd Led a project on gcp Optimized team Led a project on docker,DevOps Engineer
manager azure aws ci/cd kubernetes Implemented CI/CD aws Improved performance of gcp Optimized tooling,DevOps Engineer
principal gcp aws docker ansible Authored team Authored azure Implemented CI/CD system reduced time by 34% handled team of 6,DevOps Engineer
azure ansible gcp aws Developed ansible Worked on ansible Collaborated with team,DevOps Engineer
lead terraform docker kubernetes ci/cd Authored azure Led a project on gcp Developed ci/cd,DevOps Engineer
aws kubernetes ansible terraform Collaborated with terraform Implemented CI/CD docker Optimized azure,DevOps Engineer
intern aws gcp kubernetes terraform Implemented CI/CD automation Led a project on automation Built scalable aws reduced time by 29%,DevOps Engineer
lead docker aws ci/cd gcp Improved performance of project Developed gcp Developed project,DevOps Engineer
manager ansible kubernetes ci/cd terraform Owned end-to-end terraform Managed team Improved performance of team handled team of 12,DevOps Engineer
lead ansible kubernetes gcp aws Responsible for azure Collaborated with tooling Authored tooling,DevOps Engineer
terraform ci/cd ansible gcp Designed and implemented tooling Designed and implemented aws Responsible for ansible reduced time by 46%,DevOps Engineer
principal kubernetes gcp aws ci/cd Optimized project Authored gcp Owned end-to-end ansible,DevOps Engineer
terraform azure ansible ci/cd Worked on automation Developed ansible Implemented CI/CD tooling reduced time by 13%,DevOps Engineer
docker aws ci/cd ansible Developed ansible Built scalable kubernetes Owned end-to-end terraform reduced time by 43%,DevOps Engineer
azure ci/cd docker aws Responsible for kubernetes Authored gcp Managed gcp reduced time by 26%,DevOps Engineer
junior azure ansible kubernetes aws Responsible for ansible Improved performance of ansible Led a project on project reduced time by 42%,DevOps Engineer
aws ansible terraform azure Collaborated with kubernetes Collaborated with ci/cd Improved performance of terraform reduced time by 46%,DevOps Engineer
aws kubernetes ansible terraform Worked on azure Built scalable azure Improved performance of terraform handled team of 15,DevOps Engineer
ansible terraform docker ci/cd Led a project on automation Developed team Improved performance of ci/cd handled team of 2,DevOps Engineer
gcp ansible terraform azure Improved performance of system Authored gcp Designed and implemented tooling reduced time by 59%,DevOps Engineer
terraform ci/cd ansible kubernetes Developed automation Improved performance of automation Authored terraform,DevOps Engineer
director azure aws terraform kubernetes Designed and implemented azure Owned end-to-end azure Owned end-to-end tooling reduced time by 23%,DevOps Engineer
director aws azure docker kubernetes Implemented CI/CD ci/cd Improved performance of gcp Owned end-to-end aws,DevOps Engineer
intern gcp terraform docker ansible Developed team Built scalable tooling Collaborated with ansible handled team of 15,DevOps Engineer
manager kubernetes gcp ansible aws Optimized docker Managed gcp Built scalable ansible,DevOps Engineer
lead kubernetes aws ci/cd azure Built scalable azure Owned end-to-end system Improved performance of azure,DevOps Engineer
ci/cd azure kubernetes gcp Responsible for ansible Built scalable ansible Managed ci/cd reduced time by 16% handled team of 12,DevOps Engineer
lead ci/cd aws kubernetes docker Responsible for aws Led a project on ci/cd Optimized azure,DevOps Engineer
gcp kubernetes azure ansible Optimized tooling Authored terraform Developed terraform reduced time by 14%,DevOps Engineer
kubernetes docker ci/cd gcp Owned end-to-end kubernetes Responsible for ci/cd Improved performance of team reduced time by 43%,DevOps Engineer
terraform aws ansible azure Worked on ansible Designed and implemented automation Led a project on ci/cd handled team of 8,DevOps Engineer
gcp docker aws ansible Led a project on system Managed tooling Responsible for kubernetes,DevOps Engineer
director kubernetes docker azure aws Led a project on terraform Owned end-to-end kubernetes Authored ci/cd reduced time by 52%,DevOps Engineer
kubernetes gcp azure ci/cd Authored terraform Improved performance of automation Authored automation,DevOps Engineer
principal azure terraform kubernetes gcp Owned end-to-end docker Improved performance of ci/cd Built scalable team reduced time by 46% handled team of 6,DevOps Engineer
ansible azure ci/cd gcp Improved performance of docker Responsible for azure Built scalable kubernetes reduced time by 56%,DevOps Engineer
lead docker ansible aws gcp Implemented CI/CD tooling Owned end-to-end team Managed kubernetes handled team of 2,DevOps Engineer
ci/cd gcp kubernetes docker Improved performance of azure Designed and implemented azure Built scalable ansible handled team of 15,DevOps Engineer
azure docker ansible terraform Built scalable project Led a project on ci/cd Led a project on azure reduced time by 23% handled team of 14,DevOps Engineer
aws kubernetes ci/cd terraform Managed aws Owned end-to-end project Built scalable terraform,DevOps Engineer
ci/cd ansible docker gcp Implemented CI/CD terraform Designed and implemented terraform Improved performance of azure,DevOps Engineer
aws ci/cd gcp docker Improved performance of terraform Collaborated with ci/cd Led a project on ansible reduced time by 40%,DevOps Engineer
kubernetes azure terraform ci/cd Worked on automation Owned end-to-end terraform Worked on ansible handled team of 6,DevOps Engineer
azure kubernetes aws terraform Managed gcp Authored project Optimized gcp reduced time by 55%,DevOps Engineer
principal ci/cd kubernetes aws azure Owned end-to-end ansible Managed azure Responsible for gcp,DevOps Engineer
terraform docker ci/cd azure Built scalable ansible Worked on project Designed and implemented project reduced time by 31% handled team of 6,DevOps Engineer
intern gcp terraform kubernetes ansible Improved performance of ci/cd Built scalable terraform Improved performance of docker,DevOps Engineer
ci/cd aws terraform ansible Owned end-to-end ansible Responsible for system Led a project on ci/cd handled team of 15,DevOps Engineer
lead ansible gcp ci/cd docker Implemented CI/CD project Built scalable automation Built scalable system handled team of 12,DevOps Engineer
aws azure ansible docker Improved performance of project Implemented CI/CD aws Built scalable automation,DevOps Engineer
kubernetes azure aws docker Built scalable tooling Improved performance of docker Built scalable system reduced time by 14%,DevOps Engineer
junior aws kubernetes terraform docker Implemented CI/CD project Optimized ci/cd Worked on automation,DevOps Engineer
kubernetes azure gcp ci/cd Worked on terraform Improved performance of automation Improved performance of team,DevOps Engineer
intern azure aws kubernetes ci/cd Managed project Built scalable project Collaborated with project reduced time by 22%,DevOps Engineer
ci/cd azure ansible terraform Owned end-to-end tooling Designed and implemented aws Optimized terraform reduced time by 14%,DevOps Engineer
docker kubernetes gcp ansible Authored ansible Owned end-to-end project Authored project reduced time by 53%,DevOps Engineer
principal azure aws gcp terraform Optimized ansible Worked on team Improved performance of tooling reduced time by 15% handled team of 9,DevOps Engineer
principal kubernetes azure aws gcp Worked on azure Designed and implemented azure Responsible for kubernetes reduced time by 22%,DevOps Engineer
principal terraform kubernetes gcp ci/cd Designed and implemented azure Authored system Managed automation handled team of 3,DevOps Engineer
director ci/cd gcp azure kubernetes Built scalable team Built scalable team Designed and implemented team,DevOps Engineer
ci/cd ansible docker azure Optimized automation Led a project on docker Implemented CI/CD tooling reduced time by 10%,DevOps Engineer
ansible docker gcp aws Owned end-to-end ci/cd Owned end-to-end terraform Authored system reduced time by 20%,DevOps Engineer
ansible ci/cd azure docker Developed ansible Built scalable tooling Developed automation handled team of 7,DevOps Engineer
